stock_delivery_date,inventory_cycle,coverage_window,cycle_days,cycle_total_sales,cycle_total_units,cycle_avg_order_value,recommended_stock_units,avg_recommended_stock_pct,festival_days,christmas_market_days,low_sales_inconsistent_days,product_mix_shift_days,dominant_festival,dominant_holiday,max_aov_deviation_pct,max_poutine_share_shift_pct,max_new_poutine_share,cycle_sales_band,festival_buffer_pct,low_sales_inconsistency_buffer_pct,product_mix_buffer_pct,observed_stock_order_units,estimated_waste_units,estimated_waste_rate_pct,primary_wastage_driver,inventory_observation
2025-10-27,Monday Delivery,Tue-Wed-Thu,3,11242.23,1356,18.27,271.2,0.2,0,0,0,0,No Festival,No School Holiday,9.15,5.39,0.05,10k-12k,0.0,0.0,0.0,271.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-30,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,31519.75,3616,19.88,831.8,0.22,0,0,0,0,No Festival,No School Holiday,3.09,3.24,0.04,12k+,0.0,0.0,0.0,831.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-11-03,Monday Delivery,Tue-Wed-Thu,3,11246.72,1319,18.52,263.8,0.2,0,0,0,0,No Festival,No School Holiday,6.8,2.69,0.04,10k-12k,0.0,0.0,0.0,263.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-11-06,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,30096.56,3492,19.12,804.5,0.22,0,0,0,0,No Festival,No School Holiday,3.21,4.58,0.05,12k+,0.0,0.0,0.0,804.5,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-11-10,Monday Delivery,Tue-Wed-Thu,3,11891.67,1405,19.03,281.0,0.2,0,0,0,1,No Festival,No School Holiday,7.95,6.08,0.03,10k-12k,0.0,0.0,0.02,309.1,28.1,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-11-13,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,30431.12,3476,19.56,800.3,0.22,0,0,0,0,No Festival,No School Holiday,7.33,5.14,0.04,12k+,0.0,0.0,0.0,800.3,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-11-17,Monday Delivery,Tue-Wed-Thu,3,12830.68,1497,19.94,299.4,0.2,0,0,0,0,No Festival,No School Holiday,9.74,0.54,0.05,12k+,0.0,0.0,0.0,299.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-11-20,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,30207.28,3430,19.47,789.6,0.22,0,0,0,0,No Festival,No School Holiday,6.38,4.47,0.06,12k+,0.0,0.0,0.0,789.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-11-24,Monday Delivery,Tue-Wed-Thu,3,12918.91,1502,18.92,330.0,0.22,1,1,1,2,No Festival,No School Holiday,11.11,7.08,0.07,12k+,0.05,0.02,0.02,465.2,135.2,29.1,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-11-27,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,34313.0,4135,20.23,1033.8,0.25,4,4,0,0,Christmas Market,No School Holiday,6.66,3.61,0.05,12k+,0.05,0.0,0.0,1240.6,206.8,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-01,Monday Delivery,Tue-Wed-Thu,3,15053.63,1789,20.54,447.3,0.25,3,3,0,0,Christmas Market,No School Holiday,13.34,2.7,0.06,12k+,0.05,0.0,0.0,536.8,89.5,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-04,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,33546.53,4059,20.17,1014.7,0.25,4,4,0,0,Christmas Market,No School Holiday,6.83,3.22,0.04,12k+,0.05,0.0,0.0,1217.6,202.9,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-08,Monday Delivery,Tue-Wed-Thu,3,13967.5,1630,21.25,407.4,0.25,3,3,1,0,Christmas Market,No School Holiday,10.47,3.65,0.04,12k+,0.05,0.02,0.0,521.5,114.1,21.9,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-11,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,35549.59,4277,20.46,1069.3,0.25,4,4,0,0,Christmas Market,No School Holiday,6.03,3.92,0.05,12k+,0.05,0.0,0.0,1283.2,213.9,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-15,Monday Delivery,Tue-Wed-Thu,3,14203.79,1720,20.06,430.0,0.25,3,3,0,0,Christmas Market,No School Holiday,1.97,2.85,0.05,12k+,0.05,0.0,0.0,516.0,86.0,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-18,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,32968.7,3927,20.37,981.7,0.25,4,4,0,0,Christmas Market,No School Holiday,4.7,2.44,0.05,12k+,0.05,0.0,0.0,1178.1,196.4,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-22,Monday Delivery,Tue-Wed-Thu,3,13864.23,1637,18.87,359.2,0.22,1,1,1,0,No Festival,Christmas Holiday,13.5,4.19,0.05,12k+,0.05,0.02,0.0,473.8,114.6,24.2,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2025-12-25,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,32266.82,3594,19.55,835.6,0.23,0,0,0,0,No Festival,Christmas Holiday,9.54,4.8,0.05,12k+,0.0,0.0,0.0,835.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-12-29,Monday Delivery,Tue-Wed-Thu,3,11639.3,1372,19.08,274.4,0.2,0,0,0,1,No Festival,Christmas Holiday,9.83,6.67,0.04,10k-12k,0.0,0.0,0.02,301.8,27.4,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2026-01-01,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,29907.05,3654,18.7,817.1,0.22,0,0,0,1,No Festival,Christmas Holiday,7.01,6.53,0.0,12k+,0.0,0.0,0.02,890.2,73.1,8.2,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2026-01-05,Monday Delivery,Tue-Wed-Thu,3,12408.29,1511,18.59,302.2,0.2,0,0,0,0,No Festival,No School Holiday,9.61,2.57,0.05,12k+,0.0,0.0,0.0,302.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-08,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28800.01,3417,18.9,764.1,0.22,0,0,0,0,No Festival,No School Holiday,6.65,3.13,0.06,12k+,0.0,0.0,0.0,764.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-12,Monday Delivery,Tue-Wed-Thu,3,10703.33,1314,17.76,262.8,0.2,0,0,0,0,No Festival,No School Holiday,9.77,2.85,0.05,10k-12k,0.0,0.0,0.0,262.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-15,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28132.81,3302,19.08,738.4,0.22,0,0,0,0,No Festival,No School Holiday,9.66,3.27,0.05,12k+,0.0,0.0,0.0,738.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-19,Monday Delivery,Tue-Wed-Thu,3,10943.52,1345,18.62,269.0,0.2,0,0,0,0,No Festival,No School Holiday,6.59,1.8,0.05,10k-12k,0.0,0.0,0.0,269.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-22,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28920.34,3367,19.76,751.6,0.22,0,0,0,0,No Festival,No School Holiday,9.43,4.14,0.05,12k+,0.0,0.0,0.0,751.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-26,Monday Delivery,Tue-Wed-Thu,3,11116.9,1357,18.21,271.4,0.2,0,0,0,0,No Festival,No School Holiday,8.94,1.17,0.05,10k-12k,0.0,0.0,0.0,271.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-01-29,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27639.26,3237,19.32,723.1,0.22,0,0,0,1,No Festival,No School Holiday,6.93,6.75,0.07,12k+,0.0,0.0,0.02,787.8,64.7,8.2,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2026-02-02,Monday Delivery,Tue-Wed-Thu,3,10921.64,1347,18.12,269.4,0.2,0,0,0,1,No Festival,No School Holiday,5.15,6.88,0.04,10k-12k,0.0,0.0,0.02,296.3,26.9,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2026-02-05,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,29498.88,3494,18.77,781.4,0.22,0,0,0,0,No Festival,No School Holiday,1.66,2.88,0.05,12k+,0.0,0.0,0.0,781.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-02-09,Monday Delivery,Tue-Wed-Thu,3,15619.1,1963,18.2,412.8,0.21,1,0,0,0,No Festival,No School Holiday,5.68,3.37,0.06,12k+,0.03,0.0,0.0,471.7,58.9,12.5,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2026-02-12,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,44710.5,5727,18.85,1421.4,0.25,4,0,0,0,Karneval,No School Holiday,1.76,4.67,0.04,12k+,0.03,0.0,0.0,1593.2,171.8,10.8,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2026-02-16,Monday Delivery,Tue-Wed-Thu,3,18649.43,2361,19.56,509.1,0.21,2,0,0,0,Karneval,No School Holiday,6.95,2.66,0.08,12k+,0.03,0.0,0.0,579.9,70.8,12.2,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2026-02-19,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,30472.75,3599,18.9,803.2,0.22,0,0,0,0,No Festival,No School Holiday,7.13,2.45,0.06,12k+,0.0,0.0,0.0,803.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-02-23,Monday Delivery,Tue-Wed-Thu,3,11195.43,1370,19.27,274.0,0.2,0,0,0,0,No Festival,No School Holiday,4.49,3.27,0.05,10k-12k,0.0,0.0,0.0,274.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-02-26,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28782.63,3384,18.92,757.2,0.22,0,0,0,1,No Festival,No School Holiday,9.57,7.2,0.06,12k+,0.0,0.0,0.02,824.9,67.7,8.2,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2026-03-02,Monday Delivery,Tue-Wed-Thu,3,9964.58,1218,18.71,243.6,0.2,0,0,0,0,No Festival,No School Holiday,4.18,3.01,0.07,8k-10k,0.0,0.0,0.0,243.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-05,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27782.7,3291,18.98,736.2,0.22,0,0,0,0,No Festival,No School Holiday,3.02,4.37,0.04,12k+,0.0,0.0,0.0,736.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-09,Monday Delivery,Tue-Wed-Thu,3,10977.22,1352,19.5,270.4,0.2,0,0,0,0,No Festival,No School Holiday,5.12,2.15,0.06,10k-12k,0.0,0.0,0.0,270.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-12,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27318.79,3262,19.03,719.8,0.22,0,0,0,0,No Festival,No School Holiday,5.47,4.78,0.06,12k+,0.0,0.0,0.0,719.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-16,Monday Delivery,Tue-Wed-Thu,3,10228.97,1238,18.31,247.60000000000002,0.2,0,0,0,0,No Festival,No School Holiday,7.18,4.65,0.06,10k-12k,0.0,0.0,0.0,247.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-19,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25742.24,3102,19.07,685.8,0.22,0,0,0,1,No Festival,No School Holiday,4.83,6.03,0.06,12k+,0.0,0.0,0.02,747.8,62.0,8.3,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2026-03-23,Monday Delivery,Tue-Wed-Thu,3,10475.22,1295,18.03,259.0,0.2,0,0,0,0,No Festival,No School Holiday,9.63,1.27,0.06,10k-12k,0.0,0.0,0.0,259.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-26,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26995.51,3179,19.41,700.8,0.22,0,0,0,0,No Festival,No School Holiday,6.55,4.09,0.07,12k+,0.0,0.0,0.0,700.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2026-03-30,Monday Delivery,Tue-Wed-Thu,1,2963.09,357,18.4,71.4,0.2,0,0,0,0,No Festival,Easter Holiday,2.71,1.55,0.06,Below 3k,0.0,0.0,0.0,71.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
